Job Title,Company Name,Key Skills,Location,Job Description,More Info
Design Verification Technologist,evertz microsystems,"hardware  /  software testing   ,   networking concepts   ,   troubleshooting   ,   python programming   ,   technical documentation   ,  production  ,  technologist  ,  product development  ,  scheduling  ,  planning  ,  cutting  ,  maintenance",Canada,"Job Description:
Design Verification TechnologistDepartment: R & amp;DLocation: Burlington ,  ON ,  ON ,  CanadaDesign Verification TechnologistAs a member of the R & amp;D team ,  you will be... More Details",https://www.timesjobs.com/job-detail/design-verification-technologist-evertz-microsystems-canada-2-to-5-yrs-jobid-tN7Qlgd4XFdzpSvf__PLUS__uAgZw==&source=srp
Demo Coordinator,evertz microsystems,"detail oriented   ,   strong communication   ,   time management   ,   multitasking   ,   adaptability   ,  production  ,  scheduling  ,  cutting",Canada,"Job Description:
Title: Demo CoordinatorDepartment: AdministrationLocation: Burlington ,  ON ,  CanadaEvertz ,  a growing high-tech company and worldwide leader in the design and manufacture o... More Details",https://www.timesjobs.com/job-detail/demo-coordinator-evertz-microsystems-canada-0-to-1-yrs-jobid-W33oVmQgJtdzpSvf__PLUS__uAgZw==&source=srp
Client Support Manager,evertz microsystems,"customer account management   ,   service level agreements   ,   team management   ,   communication skills   ,   project deployment   ,  production  ,  technical operations  ,  scheduling  ,  documentation  ,  process improvement  ,  cutting",Canada,"Job Description:
# **Department:** Technical Support  **Location:** Burlington ,  ON ,  CanadaEvertz is looking for a Client Support Manager to join our growing team. Reporting to the Senior M... More Details",https://www.timesjobs.com/job-detail/client-support-manager-evertz-microsystems-canada-3-to-7-yrs-jobid-HGBr__SLASH__fBU4mVzpSvf__PLUS__uAgZw==&source=srp
Project Lead - Services Readiness Job Details | Alstom,Alstom Projects India Ltd.,"communication skills   ,   problem solving   ,   project management   ,   stakeholder engagement   ,   maintenance operations    ,  rolling stock  ,  implementation  ,  planning  ,  cutting  ,  supervisor",,"Job Description:
Project Lead - Services ReadinessDate: 27 May 2024Location: Wulkuraka ,  QLD ,  AUCompany: AlstomAt Alstom ,  we understand transport networks and what moves people. From high... More Details",https://www.timesjobs.com/job-detail/project-lead-services-readiness-job-details-alstom-alstom-projects-india-ltd-3-to-7-yrs-jobid-bbupNXDWhvxzpSvf__PLUS__uAgZw==&source=srp
Track Maintenance Technician Job Details | Alstom,Alstom Projects India Ltd.,"team player   ,   night shift   ,   track maintenance   ,   mechanical trade   ,   preventative maintenance   ,  repair  ,  technician  ,  maintenance technician  ,  maintenance supervisor  ,  cutting",Australia,"Job Description:
Track Maintenance TechnicianDate: 23 May 2024Location: Sydney ,  NSW ,  AUCompany: AlstomAt Alstom ,  we understand transport networks and what moves people. From high-speed t... More Details",https://www.timesjobs.com/job-detail/track-maintenance-technician-job-details-alstom-alstom-projects-india-ltd-australia-1-to-5-yrs-jobid-kjRm__SLASH__Vh6ZR1zpSvf__PLUS__uAgZw==&source=srp
Tier 2 Technical Support - Broadcast,evertz microsystems,"excellent communication    ,   analytical thinking    ,   technical support    ,   customer relationship    ,   problem solving    ,  technical advisor  ,  production  ,  scheduling  ,  cutting",Canada,"Job Description:
Position: Tier 2 Technical Support - BroadcastDepartment: Technical SupportLocation: Burlington ,  ON ,  CanadaLooking for someone who strives for continuous self-improvement ... More Details",https://www.timesjobs.com/job-detail/tier-2-technical-support-broadcast-evertz-microsystems-canada-2-to-5-yrs-jobid-Vtc__PLUS__WHaGdQxzpSvf__PLUS__uAgZw==&source=srp
Sales Manager CEE  &  Trkiye,Fanatics Inc.,"sales strategy   ,   relationship management   ,   market analysis   ,   account development   ,   business acumen   ,  business awareness  ,  distribution  ,  sales support  ,  retail  ,  sales techniques  ,  sales manager  ,  retail business  ,  distributors  ,  business management  ,  account management  ,  field sales  ,  marketing  ,  commercial acumen  ,  build",Germany,"Job Description:
###  Sales Manager CEE  & amp; Trkiye#### Location: Germany - Frankfurt#### Company: Fanatics Collectibles  Topps International- **Employment Type**: Salaried- **Work Arrangem... More Details",https://www.timesjobs.com/job-detail/sales-manager-cee-trkiye-fanatics-inc-germany-3-to-5-yrs-jobid-LSrEqHn9FdBzpSvf__PLUS__uAgZw==&source=srp
Trainer Job Details | Alstom,Alstom Projects India Ltd.,"training delivery   ,   instructional design   ,   assessment  &  observation   ,   competency management   ,   training material development   ,  training needs  ,  learning  ,  training programs  ,  trainer  ,  communication",,"Job Description:
TrainerDate: 15 May 2024Location: West Mifflin ,  PA ,  USCompany: AlstomAt Alstom ,  we understand transport networks and what moves people. From high-speed trains ,  metros ... More Details",https://www.timesjobs.com/job-detail/trainer-job-details-alstom-alstom-projects-india-ltd-3-to-5-yrs-jobid-Sb9yFSLlAbxzpSvf__PLUS__uAgZw==&source=srp
RMA Coordinator,evertz microsystems,"communication  ,   problem solving  ,   time management  ,   microsoft excel  ,   customer service   ,  production  ,  scheduling  ,  ideas  ,  cutting",Canada,"Job Description:
RMA CoordinatorDepartment: AdministrationLocation: Burlington ,  ON ,  CanadaAdministrators are vital to the success of our business model. Working with various internal teams... More Details",https://www.timesjobs.com/job-detail/rma-coordinator-evertz-microsystems-canada-1-to-4-yrs-jobid-LfyxgXAZzftzpSvf__PLUS__uAgZw==&source=srp
Solutions Delivery Consultant HS & P Job Details | Boston Scientific,BOSTON SCIENTIFIC,"consulting activities   ,   healthcare setting   ,   digital platforms   ,   process optimization   ,   lean six sigma   ,  change management  ,  solution architect  ,  solution delivery  ,  consultant  ,  collaboration  ,  project delivery",Germany,"Job Description:
# ### Solutions Delivery Consultant HS & amp;P**Work mode**: Remote in Country**Onsite Location ( s ) **: Dusseldorf ,  NW ,  DEBoston Scientific is dedicated to transforming ... More Details",https://www.timesjobs.com/job-detail/solutions-delivery-consultant-hs-p-job-details-boston-scientific-boston-scientific-germany-4-to-8-yrs-jobid-GMrzDVYmAVBzpSvf__PLUS__uAgZw==&source=srp
Material Planning Officer  ( German Speaking )  Job Details | Alstom,Alstom Projects India Ltd.,"material planning   ,   data analysis   ,   supplier performance management   ,   communication skills   ,   process improvement   ,  business requirements  ,  digitization  ,  bi  ,  data visualization  ,  infrastructure",Thailand,"Job Description:
Material Planning Officer  ( German Speaking ) Date: 5 Jun 2024Location: Bangkok ,  10 ,  THCompany: AlstomReq ID: 456549Leading societies to a low carbon future ,  Alstom dev... More Details",https://www.timesjobs.com/job-detail/material-planning-officer-german-speaking-job-details-alstom-alstom-projects-india-ltd-thailand-2-to-5-yrs-jobid-__SLASH__cHVgGn7z7JzpSvf__PLUS__uAgZw==&source=srp
Senior Legal Counsel Job Details | Alstom,Alstom Projects India Ltd.,"legal expertise   ,   contract negotiation   ,   infrastructure projects   ,   corporate governance   ,   public tenders   ,  contract law  ,  legal work  ,  legal advisor  ,  legal advice  ,  legal counsel  ,  lawyer  ,  agreements",,"Job Description:
: Senior Legal CounselDate: 13 Mar 2024Location: Sydney ,  AUCompany: AlstomThings youll enjoy:Join us on a life-long transformative journey  the rail industry is here to stay... More Details",https://www.timesjobs.com/job-detail/senior-legal-counsel-job-details-alstom-alstom-projects-india-ltd-5-to-10-yrs-jobid-wPtuH1Gy9uhzpSvf__PLUS__uAgZw==&source=srp
Project Administrator Job Details | Alstom,Alstom Projects India Ltd.,"time management   ,   administrative support   ,   documentation management   ,   procurement   ,   invoice management   ,  writing  ,  testing  ,  infrastructure  ,  agile",,"Job Description:
Project AdministratorDate: 3 Jun 2024Location: Nowergup ,  WA ,  AUCompany: AlstomAt Alstom ,  we understand transport networks and what moves people. From high-speed trains ,... More Details",https://www.timesjobs.com/job-detail/project-administrator-job-details-alstom-alstom-projects-india-ltd-2-to-5-yrs-jobid-iSHYk__PLUS__fKnytzpSvf__PLUS__uAgZw==&source=srp
Solutions Architect,evertz microsystems,"technical writing   ,   ip broadcasting   ,   broadcast automation   ,   digital video compression   ,   project management   ,  production  ,  scheduling  ,  documentation  ,  cutting",Canada,"Job Description:
Job Title: Solutions ArchitectDepartment: R & amp;DLocation: Burlington ,  ON ,  CanadaIn this exciting Pre-Sales role ,  you will work between Evertz clients ,  Account Manag... More Details",https://www.timesjobs.com/job-detail/solutions-architect-evertz-microsystems-canada-3-to-7-yrs-jobid-UPeFfH6v1K1zpSvf__PLUS__uAgZw==&source=srp
Software Development Engineer,evertz microsystems,"c and c    ,   concurrent programming  ,   git  ,   networking  ,   scripting   ,  graphics  ,  sockets  ,  ffmpeg  ,  python  ,  linux kernel  ,  javascript  ,  software developer  ,  udp  ,  cuda  ,  memory management  ,  iptv  ,  jpeg  ,  satellite  ,  video codecs  ,  mobile  ,  rtp  ,  infrastructure",Canada,"Job Description:
Software Development EngineerDepartment: R & amp;DLocation: Burlington ,  ON ,  CanadaEvertz is looking for a software developer to work on our playout and graphics systems. T... More Details",https://www.timesjobs.com/job-detail/software-development-engineer-evertz-microsystems-canada-3-to-8-yrs-jobid-ldYxmuAKHIlzpSvf__PLUS__uAgZw==&source=srp
"Software Developer ,  Video and Graphics",evertz microsystems,"c and c   programming   ,   concurrent programming   ,   networking   ,   scripting   (  sh  ,   bash  ,   python  )     ,   video codecs   (  h  ,    ,   h  ,    )     ,  graphics  ,  sockets  ,  ffmpeg  ,  linux kernel  ,  javascript  ,  software developer  ,  udp  ,  cuda  ,  memory management  ,  git  ,  iptv  ,  jpeg  ,  satellite  ,  mobile  ,  rtp  ,  infrastructure",Canada,"Job Description:
Position: Software Developer ,  Video and GraphicsDepartment: R & amp;DLocation: Burlington ,  ON ,  CanadaEvertz is looking for a software developer to work on our playout an... More Details",https://www.timesjobs.com/job-detail/software-developer-video-and-graphics-evertz-microsystems-canada-3-to-6-yrs-jobid-gOMKBZN6BTRzpSvf__PLUS__uAgZw==&source=srp
"Project Engineer  ( File Based ,  MAM  &  Playout Systems )",evertz microsystems,"file based systems   ,   mam   ,   playout solutions   ,   networking knowledge   ,   scripting languages   ,  production  ,  scheduling  ,  planning  ,  cutting  ,  compression",Canada,"Job Description:
Job Title: Project Engineer  ( File Based ,  MAM  & amp; Playout Systems ) Department: R & amp;DLocation: Burlington ,  ON ,  CanadaThis role would suit a person with a desire... More Details",https://www.timesjobs.com/job-detail/project-engineer-file-based-mam-playout-systems-evertz-microsystems-canada-2-to-7-yrs-jobid-6mzlIiAFf5RzpSvf__PLUS__uAgZw==&source=srp
Inside Technical Sales Representative  ( Entry ),evertz microsystems,"engineering design   ,   customer interaction   ,   cost analysis   ,   r & d collaboration   ,   technical training   ,  production  ,  scheduling  ,  cutting",Canada,"Job Description:
Inside Technical Sales Representative  ( Entry ) Department: SalesLocation: Burlington ,  ON ,  CanadaIn this position ,  you will use your engineering skills to assist in the... More Details",https://www.timesjobs.com/job-detail/inside-technical-sales-representative-entry-evertz-microsystems-canada-0-to-3-yrs-jobid-Plap13glvINzpSvf__PLUS__uAgZw==&source=srp
Intermediate / Senior Front - End Engineer,evertz microsystems,"angular development   ,   ui  /  ux design   ,   front end technologies   ,   problem solving   ,   team collaboration   ,  html5  ,  ajax  ,  sql  ,  iptv  ,  software engineering  ,  api  ,  satellite  ,  team player  ,  written communication  ,  php",Canada,"Job Description:
Job Title: Intermediate / Senior Front-End EngineerDepartment:Location: Burlington ,  ON ,  ON ,  CanadaWe are seeking a highly skilled and motivated Intermediate / Senior Fro... More Details",https://www.timesjobs.com/job-detail/intermediate-senior-front-end-engineer-evertz-microsystems-canada-2-to-5-yrs-jobid-9iDmWRtqqr5zpSvf__PLUS__uAgZw==&source=srp
"Field Service Engineer ,  AV",evertz microsystems,"technical support   ,   customer service   ,   troubleshooting   ,   communication   ,   av equipment   ,  production  ,  general maintenance  ,  product development  ,  supervision  ,  scheduling  ,  data collection  ,  field service engineer  ,  cutting  ,  root cause",Canada,"Job Description:
Position: Field Service Engineer ,  AVDepartment: Technical SupportLocation: Burlington ,  ON ,  CanadaIn your role of AV Field Service Engineer ,  you will have a strategic o... More Details",https://www.timesjobs.com/job-detail/field-service-engineer-av-evertz-microsystems-canada-0-to-3-yrs-jobid-dM374B6qni9zpSvf__PLUS__uAgZw==&source=srp
"Field Service Engineer - Network Engineer  ( Entry ,  Intermediate  &  Sr. )",evertz microsystems,"customer service   ,   technical troubleshooting   ,   network configuration   ,   ip networking protocols   ,   linux comfort   ,  eigrp  ,  mst  ,  hardware  ,  vrf  ,  stp  ,  bgp  ,  vrrp  ,  vlan  ,  802.1q  ,  network engineer  ,  ospf  ,  firewall",Canada,"Job Description:
Field Service Engineer - Network Engineer  ( Entry ,  Intermediate  & amp; Sr. ) Department: Technical SupportLocation: Burlington ,  ON ,  CanadaAs the first and often the mo... More Details",https://www.timesjobs.com/job-detail/field-service-engineer-network-engineer-entry-intermediate-sr-evertz-microsystems-canada-1-to-5-yrs-jobid-xqREdPI8MeFzpSvf__PLUS__uAgZw==&source=srp
"Field Service Engineer  ( Entry ,  Intermediate  &  Sr. )",evertz microsystems,"customer service   ,   technical troubleshooting   ,   ip networking   ,   linux comfort   ,   network protocols   ,  eigrp  ,  mst  ,  hardware  ,  vrf  ,  stp  ,  bgp  ,  vrrp  ,  vlan  ,  802.1q  ,  ospf  ,  firewall",Canada,"Job Description:
Field Service Engineer  ( Entry ,  Intermediate  & amp; Sr. ) Department: Technical SupportLocation: Burlington ,  ON ,  CanadaAs the first and often the most frequent point o... More Details",https://www.timesjobs.com/job-detail/field-service-engineer-entry-intermediate-sr-evertz-microsystems-canada-2-to-7-yrs-jobid-2BJraTcsr4BzpSvf__PLUS__uAgZw==&source=srp
